Time_interval,Subject,Problem_ID,Session,Activity
195.0,265.0,7.0,4.0,NaN
210.0,265.0,7.0,4.0,NaN
225.0,265.0,7.0,4.0,NaN
240.0,265.0,7.0,4.0,NaN
255.0,265.0,7.0,4.0,NaN
270.0,265.0,7.0,4.0,NaN
285.0,265.0,7.0,4.0,NaN
300.0,265.0,7.0,4.0,NaN
315.0,265.0,7.0,4.0,NaN
330.0,265.0,7.0,4.0,NaN
345.0,265.0,7.0,4.0,NaN
360.0,265.0,7.0,4.0,NaN
375.0,265.0,7.0,4.0,NaN
390.0,265.0,7.0,4.0,NaN
405.0,265.0,7.0,4.0,NaN
420.0,265.0,7.0,4.0,NaN
435.0,265.0,7.0,4.0,NaN
450.0,265.0,7.0,4.0,NaN
465.0,265.0,7.0,4.0,NaN
480.0,265.0,7.0,4.0,NaN
495.0,265.0,7.0,4.0,NaN
510.0,265.0,7.0,4.0,NaN
525.0,265.0,7.0,4.0,NaN
540.0,265.0,7.0,4.0,NaN
555.0,265.0,7.0,4.0,NaN
570.0,265.0,7.0,4.0,NaN
585.0,265.0,7.0,4.0,NaN
600.0,265.0,7.0,4.0,NaN
615.0,265.0,7.0,4.0,NaN
630.0,265.0,7.0,4.0,NaN
645.0,265.0,7.0,4.0,NaN
660.0,265.0,7.0,4.0,NaN
675.0,265.0,7.0,4.0,NaN
690.0,265.0,7.0,4.0,NaN
705.0,265.0,7.0,4.0,NaN
15.0,271.0,7.0,4.0,4.0
30.0,271.0,7.0,4.0,6.0
45.0,271.0,7.0,4.0,3.0
60.0,271.0,7.0,4.0,2.0
75.0,271.0,7.0,4.0,6.0
90.0,271.0,7.0,4.0,8.0
105.0,271.0,7.0,4.0,4.0
120.0,271.0,7.0,4.0,2.0
135.0,271.0,7.0,4.0,5.0
150.0,271.0,7.0,4.0,1.0
165.0,271.0,7.0,4.0,0.0
180.0,271.0,7.0,4.0,0.0
195.0,271.0,7.0,4.0,0.0
210.0,271.0,7.0,4.0,0.0
225.0,271.0,7.0,4.0,0.0
240.0,271.0,7.0,4.0,0.0
255.0,271.0,7.0,4.0,0.0
270.0,271.0,7.0,4.0,0.0
285.0,271.0,7.0,4.0,0.0
300.0,271.0,7.0,4.0,0.0
315.0,271.0,7.0,4.0,0.0
330.0,271.0,7.0,4.0,0.0
345.0,271.0,7.0,4.0,0.0
360.0,271.0,7.0,4.0,0.0
375.0,271.0,7.0,4.0,0.0
390.0,271.0,7.0,4.0,0.0
405.0,271.0,7.0,4.0,0.0
420.0,271.0,7.0,4.0,0.0
435.0,271.0,7.0,4.0,0.0
450.0,271.0,7.0,4.0,0.0
465.0,271.0,7.0,4.0,0.0
480.0,271.0,7.0,4.0,0.0
495.0,271.0,7.0,4.0,0.0
510.0,271.0,7.0,4.0,0.0
525.0,271.0,7.0,4.0,0.0
540.0,271.0,7.0,4.0,0.0
555.0,271.0,7.0,4.0,0.0
570.0,271.0,7.0,4.0,0.0
585.0,271.0,7.0,4.0,0.0
600.0,271.0,7.0,4.0,0.0
615.0,271.0,7.0,4.0,0.0
630.0,271.0,7.0,4.0,0.0
645.0,271.0,7.0,4.0,0.0
660.0,271.0,7.0,4.0,0.0
675.0,271.0,7.0,4.0,0.0
690.0,271.0,7.0,4.0,0.0
705.0,271.0,7.0,4.0,0.0
15.0,259.0,7.0,4.0,68.0
30.0,259.0,7.0,4.0,37.0
45.0,259.0,7.0,4.0,23.0
60.0,259.0,7.0,4.0,16.0
75.0,259.0,7.0,4.0,6.0
90.0,259.0,7.0,4.0,1.0
105.0,259.0,7.0,4.0,0.0
120.0,259.0,7.0,4.0,0.0
135.0,259.0,7.0,4.0,0.0
150.0,259.0,7.0,4.0,0.0
165.0,259.0,7.0,4.0,0.0
180.0,259.0,7.0,4.0,0.0
195.0,259.0,7.0,4.0,0.0
210.0,259.0,7.0,4.0,0.0
225.0,259.0,7.0,4.0,0.0
240.0,259.0,7.0,4.0,0.0
255.0,259.0,7.0,4.0,0.0
270.0,259.0,7.0,4.0,0.0
285.0,259.0,7.0,4.0,0.0
300.0,259.0,7.0,4.0,0.0
315.0,259.0,7.0,4.0,0.0
330.0,259.0,7.0,4.0,0.0
345.0,259.0,7.0,4.0,0.0
360.0,259.0,7.0,4.0,0.0
375.0,259.0,7.0,4.0,0.0
390.0,259.0,7.0,4.0,0.0
405.0,259.0,7.0,4.0,0.0
420.0,259.0,7.0,4.0,0.0
435.0,259.0,7.0,4.0,0.0
450.0,259.0,7.0,4.0,0.0
465.0,259.0,7.0,4.0,0.0
480.0,259.0,7.0,4.0,0.0
495.0,259.0,7.0,4.0,0.0
510.0,259.0,7.0,4.0,0.0
525.0,259.0,7.0,4.0,0.0
540.0,259.0,7.0,4.0,0.0
555.0,259.0,7.0,4.0,0.0
570.0,259.0,7.0,4.0,0.0
585.0,259.0,7.0,4.0,0.0
600.0,259.0,7.0,4.0,0.0
615.0,259.0,7.0,4.0,0.0
630.0,259.0,7.0,4.0,0.0
645.0,259.0,7.0,4.0,0.0
660.0,259.0,7.0,4.0,0.0
675.0,259.0,7.0,4.0,0.0
690.0,259.0,7.0,4.0,0.0
705.0,259.0,7.0,4.0,0.0
15.0,258.0,7.0,4.0,0.0
30.0,258.0,7.0,4.0,3.0
45.0,258.0,7.0,4.0,10.0
60.0,258.0,7.0,4.0,4.0
75.0,258.0,7.0,4.0,0.0
90.0,258.0,7.0,4.0,0.0
105.0,258.0,7.0,4.0,5.0
120.0,258.0,7.0,4.0,4.0
135.0,258.0,7.0,4.0,1.0
150.0,258.0,7.0,4.0,0.0
165.0,258.0,7.0,4.0,0.0
180.0,258.0,7.0,4.0,0.0
195.0,258.0,7.0,4.0,0.0
210.0,258.0,7.0,4.0,0.0
225.0,258.0,7.0,4.0,0.0
240.0,258.0,7.0,4.0,0.0
255.0,258.0,7.0,4.0,0.0
270.0,258.0,7.0,4.0,0.0
285.0,258.0,7.0,4.0,0.0
300.0,258.0,7.0,4.0,0.0
315.0,258.0,7.0,4.0,0.0
330.0,258.0,7.0,4.0,0.0
345.0,258.0,7.0,4.0,0.0
360.0,258.0,7.0,4.0,0.0
375.0,258.0,7.0,4.0,0.0
390.0,258.0,7.0,4.0,0.0
405.0,258.0,7.0,4.0,0.0
420.0,258.0,7.0,4.0,0.0
435.0,258.0,7.0,4.0,0.0
450.0,258.0,7.0,4.0,0.0
465.0,258.0,7.0,4.0,0.0
480.0,258.0,7.0,4.0,0.0
495.0,258.0,7.0,4.0,0.0
510.0,258.0,7.0,4.0,0.0
525.0,258.0,7.0,4.0,0.0
540.0,258.0,7.0,4.0,0.0
555.0,258.0,7.0,4.0,0.0
570.0,258.0,7.0,4.0,0.0
585.0,258.0,7.0,4.0,0.0
600.0,258.0,7.0,4.0,0.0
615.0,258.0,7.0,4.0,0.0
630.0,258.0,7.0,4.0,0.0
645.0,258.0,7.0,4.0,0.0
660.0,258.0,7.0,4.0,0.0
675.0,258.0,7.0,4.0,0.0
690.0,258.0,7.0,4.0,0.0
705.0,258.0,7.0,4.0,0.0
15.0,270.0,7.0,4.0,30.0
30.0,270.0,7.0,4.0,24.0
45.0,270.0,7.0,4.0,15.0
60.0,270.0,7.0,4.0,13.0
75.0,270.0,7.0,4.0,5.0
90.0,270.0,7.0,4.0,0.0
105.0,270.0,7.0,4.0,0.0
120.0,270.0,7.0,4.0,1.0
135.0,270.0,7.0,4.0,2.0
150.0,270.0,7.0,4.0,1.0
165.0,270.0,7.0,4.0,7.0
180.0,270.0,7.0,4.0,8.0
195.0,270.0,7.0,4.0,10.0
210.0,270.0,7.0,4.0,3.0
225.0,270.0,7.0,4.0,2.0
240.0,270.0,7.0,4.0,0.0
255.0,270.0,7.0,4.0,0.0
270.0,270.0,7.0,4.0,0.0
285.0,270.0,7.0,4.0,0.0
300.0,270.0,7.0,4.0,0.0
315.0,270.0,7.0,4.0,0.0
330.0,270.0,7.0,4.0,0.0
345.0,270.0,7.0,4.0,0.0
360.0,270.0,7.0,4.0,0.0
375.0,270.0,7.0,4.0,0.0
390.0,270.0,7.0,4.0,0.0
405.0,270.0,7.0,4.0,0.0
420.0,270.0,7.0,4.0,0.0
435.0,270.0,7.0,4.0,0.0
450.0,270.0,7.0,4.0,0.0
465.0,270.0,7.0,4.0,0.0
480.0,270.0,7.0,4.0,0.0
495.0,270.0,7.0,4.0,0.0
510.0,270.0,7.0,4.0,0.0
525.0,270.0,7.0,4.0,0.0
540.0,270.0,7.0,4.0,0.0
555.0,270.0,7.0,4.0,0.0
570.0,270.0,7.0,4.0,0.0
585.0,270.0,7.0,4.0,0.0
600.0,270.0,7.0,4.0,0.0
615.0,270.0,7.0,4.0,0.0
630.0,270.0,7.0,4.0,0.0
645.0,270.0,7.0,4.0,0.0
660.0,270.0,7.0,4.0,0.0
675.0,270.0,7.0,4.0,0.0
690.0,270.0,7.0,4.0,0.0
705.0,270.0,7.0,4.0,0.0
15.0,264.0,7.0,4.0,11.0
30.0,264.0,7.0,4.0,7.0
45.0,264.0,7.0,4.0,4.0
60.0,264.0,7.0,4.0,3.0
75.0,264.0,7.0,4.0,0.0
90.0,264.0,7.0,4.0,0.0
105.0,264.0,7.0,4.0,4.0
120.0,264.0,7.0,4.0,1.0
135.0,264.0,7.0,4.0,1.0
150.0,264.0,7.0,4.0,0.0
165.0,264.0,7.0,4.0,0.0
180.0,264.0,7.0,4.0,3.0
195.0,264.0,7.0,4.0,3.0
210.0,264.0,7.0,4.0,2.0
225.0,264.0,7.0,4.0,0.0
240.0,264.0,7.0,4.0,3.0
255.0,264.0,7.0,4.0,4.0
270.0,264.0,7.0,4.0,4.0
285.0,264.0,7.0,4.0,0.0
300.0,264.0,7.0,4.0,1.0
315.0,264.0,7.0,4.0,4.0
330.0,264.0,7.0,4.0,0.0
345.0,264.0,7.0,4.0,0.0
360.0,264.0,7.0,4.0,0.0
375.0,264.0,7.0,4.0,0.0
390.0,264.0,7.0,4.0,0.0
405.0,264.0,7.0,4.0,0.0
420.0,264.0,7.0,4.0,0.0
435.0,264.0,7.0,4.0,0.0
450.0,264.0,7.0,4.0,0.0
465.0,264.0,7.0,4.0,0.0
480.0,264.0,7.0,4.0,0.0
495.0,264.0,7.0,4.0,0.0
510.0,264.0,7.0,4.0,0.0
525.0,264.0,7.0,4.0,0.0
540.0,264.0,7.0,4.0,0.0
555.0,264.0,7.0,4.0,0.0
570.0,264.0,7.0,4.0,0.0
585.0,264.0,7.0,4.0,0.0
600.0,264.0,7.0,4.0,0.0
615.0,264.0,7.0,4.0,0.0
630.0,264.0,7.0,4.0,0.0
645.0,264.0,7.0,4.0,0.0
660.0,264.0,7.0,4.0,0.0
675.0,264.0,7.0,4.0,0.0
690.0,264.0,7.0,4.0,0.0
705.0,264.0,7.0,4.0,0.0
15.0,272.0,7.0,4.0,23.0
30.0,272.0,7.0,4.0,36.0
45.0,272.0,7.0,4.0,19.0
60.0,272.0,7.0,4.0,13.0
75.0,272.0,7.0,4.0,5.0
90.0,272.0,7.0,4.0,12.0
105.0,272.0,7.0,4.0,10.0
120.0,272.0,7.0,4.0,0.0
135.0,272.0,7.0,4.0,0.0
150.0,272.0,7.0,4.0,0.0
165.0,272.0,7.0,4.0,0.0
180.0,272.0,7.0,4.0,0.0
195.0,272.0,7.0,4.0,0.0
210.0,272.0,7.0,4.0,0.0
225.0,272.0,7.0,4.0,0.0
240.0,272.0,7.0,4.0,0.0
255.0,272.0,7.0,4.0,0.0
270.0,272.0,7.0,4.0,0.0
285.0,272.0,7.0,4.0,0.0
300.0,272.0,7.0,4.0,0.0
315.0,272.0,7.0,4.0,0.0
330.0,272.0,7.0,4.0,0.0
345.0,272.0,7.0,4.0,0.0
360.0,272.0,7.0,4.0,0.0
375.0,272.0,7.0,4.0,0.0
390.0,272.0,7.0,4.0,0.0
405.0,272.0,7.0,4.0,0.0
420.0,272.0,7.0,4.0,0.0
435.0,272.0,7.0,4.0,0.0
450.0,272.0,7.0,4.0,0.0
465.0,272.0,7.0,4.0,0.0
480.0,272.0,7.0,4.0,0.0
495.0,272.0,7.0,4.0,0.0
510.0,272.0,7.0,4.0,0.0
525.0,272.0,7.0,4.0,0.0
540.0,272.0,7.0,4.0,0.0
555.0,272.0,7.0,4.0,0.0
570.0,272.0,7.0,4.0,0.0
585.0,272.0,7.0,4.0,0.0
600.0,272.0,7.0,4.0,0.0
615.0,272.0,7.0,4.0,0.0
630.0,272.0,7.0,4.0,0.0
645.0,272.0,7.0,4.0,0.0
660.0,272.0,7.0,4.0,0.0
675.0,272.0,7.0,4.0,0.0
690.0,272.0,7.0,4.0,0.0
705.0,272.0,7.0,4.0,0.0
15.0,266.0,7.0,4.0,3.0
30.0,266.0,7.0,4.0,0.0
45.0,266.0,7.0,4.0,3.0
60.0,266.0,7.0,4.0,1.0
75.0,266.0,7.0,4.0,2.0
90.0,266.0,7.0,4.0,1.0
105.0,266.0,7.0,4.0,1.0
120.0,266.0,7.0,4.0,1.0
135.0,266.0,7.0,4.0,3.0
150.0,266.0,7.0,4.0,0.0
165.0,266.0,7.0,4.0,0.0
180.0,266.0,7.0,4.0,0.0
195.0,266.0,7.0,4.0,0.0
210.0,266.0,7.0,4.0,0.0
225.0,266.0,7.0,4.0,0.0
240.0,266.0,7.0,4.0,0.0
255.0,266.0,7.0,4.0,0.0
270.0,266.0,7.0,4.0,0.0
285.0,266.0,7.0,4.0,0.0
300.0,266.0,7.0,4.0,0.0
315.0,266.0,7.0,4.0,0.0
330.0,266.0,7.0,4.0,0.0
345.0,266.0,7.0,4.0,0.0
360.0,266.0,7.0,4.0,0.0
375.0,266.0,7.0,4.0,0.0
390.0,266.0,7.0,4.0,0.0
405.0,266.0,7.0,4.0,0.0
420.0,266.0,7.0,4.0,0.0
435.0,266.0,7.0,4.0,0.0
450.0,266.0,7.0,4.0,0.0
465.0,266.0,7.0,4.0,0.0
480.0,266.0,7.0,4.0,0.0
495.0,266.0,7.0,4.0,0.0
510.0,266.0,7.0,4.0,0.0
525.0,266.0,7.0,4.0,0.0
540.0,266.0,7.0,4.0,0.0
555.0,266.0,7.0,4.0,0.0
570.0,266.0,7.0,4.0,0.0
585.0,266.0,7.0,4.0,0.0
600.0,266.0,7.0,4.0,0.0
615.0,266.0,7.0,4.0,0.0
630.0,266.0,7.0,4.0,0.0
645.0,266.0,7.0,4.0,0.0
660.0,266.0,7.0,4.0,0.0
675.0,266.0,7.0,4.0,0.0
690.0,266.0,7.0,4.0,0.0
705.0,266.0,7.0,4.0,0.0
15.0,267.0,7.0,4.0,17.0
30.0,267.0,7.0,4.0,2.0
45.0,267.0,7.0,4.0,0.0
60.0,267.0,7.0,4.0,0.0
75.0,267.0,7.0,4.0,0.0
90.0,267.0,7.0,4.0,0.0
105.0,267.0,7.0,4.0,0.0
120.0,267.0,7.0,4.0,0.0
135.0,267.0,7.0,4.0,0.0
150.0,267.0,7.0,4.0,0.0
165.0,267.0,7.0,4.0,0.0
180.0,267.0,7.0,4.0,0.0
195.0,267.0,7.0,4.0,0.0
210.0,267.0,7.0,4.0,1.0
225.0,267.0,7.0,4.0,2.0
240.0,267.0,7.0,4.0,2.0
255.0,267.0,7.0,4.0,2.0
270.0,267.0,7.0,4.0,6.0
285.0,267.0,7.0,4.0,0.0
300.0,267.0,7.0,4.0,0.0
315.0,267.0,7.0,4.0,0.0
330.0,267.0,7.0,4.0,0.0
345.0,267.0,7.0,4.0,0.0
360.0,267.0,7.0,4.0,0.0
375.0,267.0,7.0,4.0,0.0
390.0,267.0,7.0,4.0,0.0
405.0,267.0,7.0,4.0,0.0
420.0,267.0,7.0,4.0,0.0
435.0,267.0,7.0,4.0,0.0
450.0,267.0,7.0,4.0,0.0
465.0,267.0,7.0,4.0,0.0
480.0,267.0,7.0,4.0,0.0
495.0,267.0,7.0,4.0,0.0
510.0,267.0,7.0,4.0,0.0
525.0,267.0,7.0,4.0,0.0
540.0,267.0,7.0,4.0,0.0
555.0,267.0,7.0,4.0,0.0
570.0,267.0,7.0,4.0,1.0
585.0,267.0,7.0,4.0,1.0
600.0,267.0,7.0,4.0,0.0
615.0,267.0,7.0,4.0,0.0
630.0,267.0,7.0,4.0,0.0
645.0,267.0,7.0,4.0,0.0
660.0,267.0,7.0,4.0,0.0
675.0,267.0,7.0,4.0,0.0
690.0,267.0,7.0,4.0,0.0
705.0,267.0,7.0,4.0,0.0
15.0,273.0,7.0,4.0,22.0
30.0,273.0,7.0,4.0,15.0
45.0,273.0,7.0,4.0,7.0
60.0,273.0,7.0,4.0,13.0
75.0,273.0,7.0,4.0,16.0
90.0,273.0,7.0,4.0,5.0
105.0,273.0,7.0,4.0,6.0
120.0,273.0,7.0,4.0,9.0
135.0,273.0,7.0,4.0,4.0
150.0,273.0,7.0,4.0,5.0
165.0,273.0,7.0,4.0,2.0
180.0,273.0,7.0,4.0,0.0
195.0,273.0,7.0,4.0,0.0
210.0,273.0,7.0,4.0,6.0
225.0,273.0,7.0,4.0,9.0
240.0,273.0,7.0,4.0,4.0
255.0,273.0,7.0,4.0,9.0
270.0,273.0,7.0,4.0,0.0
285.0,273.0,7.0,4.0,0.0
300.0,273.0,7.0,4.0,0.0
315.0,273.0,7.0,4.0,0.0
330.0,273.0,7.0,4.0,0.0
345.0,273.0,7.0,4.0,0.0
360.0,273.0,7.0,4.0,0.0
375.0,273.0,7.0,4.0,0.0
390.0,273.0,7.0,4.0,0.0
405.0,273.0,7.0,4.0,0.0
420.0,273.0,7.0,4.0,0.0
435.0,273.0,7.0,4.0,0.0
450.0,273.0,7.0,4.0,0.0
465.0,273.0,7.0,4.0,0.0
480.0,273.0,7.0,4.0,0.0
495.0,273.0,7.0,4.0,0.0
510.0,273.0,7.0,4.0,0.0
525.0,273.0,7.0,4.0,0.0
540.0,273.0,7.0,4.0,0.0
555.0,273.0,7.0,4.0,0.0
570.0,273.0,7.0,4.0,0.0
585.0,273.0,7.0,4.0,0.0
600.0,273.0,7.0,4.0,0.0
615.0,273.0,7.0,4.0,0.0
630.0,273.0,7.0,4.0,0.0
645.0,273.0,7.0,4.0,0.0
660.0,273.0,7.0,4.0,0.0
675.0,273.0,7.0,4.0,0.0
690.0,273.0,7.0,4.0,0.0
705.0,273.0,7.0,4.0,0.0
15.0,277.0,7.0,4.0,NaN
30.0,277.0,7.0,4.0,NaN
45.0,277.0,7.0,4.0,NaN
60.0,277.0,7.0,4.0,NaN
75.0,277.0,7.0,4.0,NaN
90.0,277.0,7.0,4.0,NaN
105.0,277.0,7.0,4.0,NaN
120.0,277.0,7.0,4.0,NaN
135.0,277.0,7.0,4.0,NaN
150.0,277.0,7.0,4.0,NaN
165.0,277.0,7.0,4.0,NaN
180.0,277.0,7.0,4.0,NaN
195.0,277.0,7.0,4.0,NaN
210.0,277.0,7.0,4.0,NaN
225.0,277.0,7.0,4.0,NaN
240.0,277.0,7.0,4.0,NaN
255.0,277.0,7.0,4.0,NaN
270.0,277.0,7.0,4.0,NaN
285.0,277.0,7.0,4.0,NaN
300.0,277.0,7.0,4.0,NaN
315.0,277.0,7.0,4.0,NaN
330.0,277.0,7.0,4.0,NaN
345.0,277.0,7.0,4.0,NaN
360.0,277.0,7.0,4.0,NaN
375.0,277.0,7.0,4.0,NaN
390.0,277.0,7.0,4.0,NaN
405.0,277.0,7.0,4.0,NaN
420.0,277.0,7.0,4.0,NaN
435.0,277.0,7.0,4.0,NaN
450.0,277.0,7.0,4.0,NaN
465.0,277.0,7.0,4.0,NaN
480.0,277.0,7.0,4.0,NaN
495.0,277.0,7.0,4.0,NaN
510.0,277.0,7.0,4.0,NaN
525.0,277.0,7.0,4.0,NaN
540.0,277.0,7.0,4.0,NaN
555.0,277.0,7.0,4.0,NaN
570.0,277.0,7.0,4.0,NaN
585.0,277.0,7.0,4.0,NaN
600.0,277.0,7.0,4.0,NaN
615.0,277.0,7.0,4.0,NaN
630.0,277.0,7.0,4.0,NaN
645.0,277.0,7.0,4.0,NaN
660.0,277.0,7.0,4.0,NaN
675.0,277.0,7.0,4.0,NaN
690.0,277.0,7.0,4.0,NaN
705.0,277.0,7.0,4.0,NaN
15.0,263.0,7.0,4.0,46.0
30.0,263.0,7.0,4.0,22.0
45.0,263.0,7.0,4.0,22.0
60.0,263.0,7.0,4.0,22.0
75.0,263.0,7.0,4.0,20.0
90.0,263.0,7.0,4.0,4.0
105.0,263.0,7.0,4.0,18.0
120.0,263.0,7.0,4.0,3.0
135.0,263.0,7.0,4.0,0.0
150.0,263.0,7.0,4.0,0.0
165.0,263.0,7.0,4.0,0.0
180.0,263.0,7.0,4.0,0.0
195.0,263.0,7.0,4.0,8.0
210.0,263.0,7.0,4.0,6.0
225.0,263.0,7.0,4.0,7.0
240.0,263.0,7.0,4.0,2.0
255.0,263.0,7.0,4.0,0.0
270.0,263.0,7.0,4.0,0.0
285.0,263.0,7.0,4.0,0.0
300.0,263.0,7.0,4.0,0.0
315.0,263.0,7.0,4.0,0.0
330.0,263.0,7.0,4.0,0.0
345.0,263.0,7.0,4.0,0.0
360.0,263.0,7.0,4.0,0.0
375.0,263.0,7.0,4.0,0.0
390.0,263.0,7.0,4.0,0.0
405.0,263.0,7.0,4.0,0.0
420.0,263.0,7.0,4.0,0.0
435.0,263.0,7.0,4.0,0.0
450.0,263.0,7.0,4.0,0.0
465.0,263.0,7.0,4.0,0.0
480.0,263.0,7.0,4.0,0.0
495.0,263.0,7.0,4.0,0.0
510.0,263.0,7.0,4.0,0.0
525.0,263.0,7.0,4.0,0.0
540.0,263.0,7.0,4.0,0.0
555.0,263.0,7.0,4.0,0.0
570.0,263.0,7.0,4.0,0.0
585.0,263.0,7.0,4.0,0.0
600.0,263.0,7.0,4.0,0.0
615.0,263.0,7.0,4.0,0.0
630.0,263.0,7.0,4.0,0.0
645.0,263.0,7.0,4.0,0.0
660.0,263.0,7.0,4.0,0.0
675.0,263.0,7.0,4.0,0.0
690.0,263.0,7.0,4.0,0.0
705.0,263.0,7.0,4.0,0.0
15.0,262.0,7.0,4.0,11.0
30.0,262.0,7.0,4.0,0.0
45.0,262.0,7.0,4.0,1.0
60.0,262.0,7.0,4.0,10.0
75.0,262.0,7.0,4.0,6.0
90.0,262.0,7.0,4.0,0.0
105.0,262.0,7.0,4.0,3.0
120.0,262.0,7.0,4.0,1.0
135.0,262.0,7.0,4.0,0.0
150.0,262.0,7.0,4.0,0.0
165.0,262.0,7.0,4.0,0.0
180.0,262.0,7.0,4.0,0.0
195.0,262.0,7.0,4.0,0.0
210.0,262.0,7.0,4.0,4.0
225.0,262.0,7.0,4.0,4.0
240.0,262.0,7.0,4.0,9.0
255.0,262.0,7.0,4.0,0.0
270.0,262.0,7.0,4.0,0.0
285.0,262.0,7.0,4.0,0.0
300.0,262.0,7.0,4.0,0.0
315.0,262.0,7.0,4.0,0.0
330.0,262.0,7.0,4.0,4.0
345.0,262.0,7.0,4.0,5.0
360.0,262.0,7.0,4.0,0.0
375.0,262.0,7.0,4.0,0.0
390.0,262.0,7.0,4.0,0.0
405.0,262.0,7.0,4.0,0.0
420.0,262.0,7.0,4.0,0.0
435.0,262.0,7.0,4.0,0.0
450.0,262.0,7.0,4.0,0.0
465.0,262.0,7.0,4.0,0.0
480.0,262.0,7.0,4.0,0.0
495.0,262.0,7.0,4.0,0.0
510.0,262.0,7.0,4.0,0.0
525.0,262.0,7.0,4.0,0.0
540.0,262.0,7.0,4.0,0.0
555.0,262.0,7.0,4.0,0.0
570.0,262.0,7.0,4.0,0.0
585.0,262.0,7.0,4.0,0.0
600.0,262.0,7.0,4.0,0.0
615.0,262.0,7.0,4.0,0.0
630.0,262.0,7.0,4.0,0.0
645.0,262.0,7.0,4.0,0.0
660.0,262.0,7.0,4.0,0.0
675.0,262.0,7.0,4.0,0.0
690.0,262.0,7.0,4.0,0.0
705.0,262.0,7.0,4.0,0.0
15.0,276.0,7.0,4.0,17.0
30.0,276.0,7.0,4.0,8.0
45.0,276.0,7.0,4.0,8.0
60.0,276.0,7.0,4.0,3.0
75.0,276.0,7.0,4.0,0.0
90.0,276.0,7.0,4.0,0.0
105.0,276.0,7.0,4.0,0.0
120.0,276.0,7.0,4.0,0.0
135.0,276.0,7.0,4.0,0.0
150.0,276.0,7.0,4.0,0.0
165.0,276.0,7.0,4.0,0.0
180.0,276.0,7.0,4.0,0.0
195.0,276.0,7.0,4.0,0.0
210.0,276.0,7.0,4.0,0.0
225.0,276.0,7.0,4.0,0.0
240.0,276.0,7.0,4.0,0.0
255.0,276.0,7.0,4.0,0.0
270.0,276.0,7.0,4.0,0.0
285.0,276.0,7.0,4.0,0.0
300.0,276.0,7.0,4.0,0.0
315.0,276.0,7.0,4.0,0.0
330.0,276.0,7.0,4.0,0.0
345.0,276.0,7.0,4.0,0.0
360.0,276.0,7.0,4.0,0.0
375.0,276.0,7.0,4.0,0.0
390.0,276.0,7.0,4.0,0.0
405.0,276.0,7.0,4.0,0.0
420.0,276.0,7.0,4.0,0.0
435.0,276.0,7.0,4.0,0.0
450.0,276.0,7.0,4.0,0.0
465.0,276.0,7.0,4.0,0.0
480.0,276.0,7.0,4.0,0.0
495.0,276.0,7.0,4.0,0.0
510.0,276.0,7.0,4.0,0.0
525.0,276.0,7.0,4.0,0.0
540.0,276.0,7.0,4.0,0.0
555.0,276.0,7.0,4.0,0.0
570.0,276.0,7.0,4.0,0.0
585.0,276.0,7.0,4.0,0.0
600.0,276.0,7.0,4.0,0.0
615.0,276.0,7.0,4.0,0.0
630.0,276.0,7.0,4.0,0.0
645.0,276.0,7.0,4.0,0.0
660.0,276.0,7.0,4.0,0.0
675.0,276.0,7.0,4.0,0.0
690.0,276.0,7.0,4.0,0.0
705.0,276.0,7.0,4.0,0.0
15.0,260.0,7.0,4.0,72.0
30.0,260.0,7.0,4.0,25.0
45.0,260.0,7.0,4.0,16.0
60.0,260.0,7.0,4.0,14.0
75.0,260.0,7.0,4.0,0.0
90.0,260.0,7.0,4.0,0.0
105.0,260.0,7.0,4.0,0.0
120.0,260.0,7.0,4.0,0.0
135.0,260.0,7.0,4.0,0.0
150.0,260.0,7.0,4.0,0.0
165.0,260.0,7.0,4.0,0.0
180.0,260.0,7.0,4.0,0.0
195.0,260.0,7.0,4.0,0.0
210.0,260.0,7.0,4.0,0.0
225.0,260.0,7.0,4.0,0.0
240.0,260.0,7.0,4.0,0.0
255.0,260.0,7.0,4.0,0.0
270.0,260.0,7.0,4.0,0.0
285.0,260.0,7.0,4.0,0.0
300.0,260.0,7.0,4.0,0.0
315.0,260.0,7.0,4.0,0.0
330.0,260.0,7.0,4.0,0.0
345.0,260.0,7.0,4.0,0.0
360.0,260.0,7.0,4.0,0.0
375.0,260.0,7.0,4.0,0.0
390.0,260.0,7.0,4.0,0.0
405.0,260.0,7.0,4.0,0.0
420.0,260.0,7.0,4.0,0.0
435.0,260.0,7.0,4.0,0.0
450.0,260.0,7.0,4.0,0.0
465.0,260.0,7.0,4.0,0.0
480.0,260.0,7.0,4.0,0.0
495.0,260.0,7.0,4.0,0.0
510.0,260.0,7.0,4.0,0.0
525.0,260.0,7.0,4.0,0.0
540.0,260.0,7.0,4.0,0.0
555.0,260.0,7.0,4.0,0.0
570.0,260.0,7.0,4.0,0.0
585.0,260.0,7.0,4.0,0.0
600.0,260.0,7.0,4.0,0.0
615.0,260.0,7.0,4.0,0.0
630.0,260.0,7.0,4.0,0.0
645.0,260.0,7.0,4.0,0.0
660.0,260.0,7.0,4.0,0.0
675.0,260.0,7.0,4.0,0.0
690.0,260.0,7.0,4.0,0.0
705.0,260.0,7.0,4.0,0.0
15.0,274.0,7.0,4.0,NaN
30.0,274.0,7.0,4.0,NaN
45.0,274.0,7.0,4.0,NaN
60.0,274.0,7.0,4.0,NaN
75.0,274.0,7.0,4.0,NaN
